,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
54,PkC_cs,mfr,-0.8844512120380581,1.4698129908778312,21-06-13_DK283_probe1,141,orange,54
55,PkC_cs,mfr,-0.8845207659386808,1.4667834426774577,21-06-13_DK283_probe1,142,orange,55
56,PkC_cs,mfr,-0.8877063643255403,1.3280288397921038,21-06-13_DK283_probe1,1250,orange,56
57,MFB,mfr,-0.8304683657036537,3.8211352531721667,21-06-14_DK284_probe1,328,purple,57
58,MFB,mfr,-0.6393785136740464,12.144405582276471,21-06-14_DK284_probe1,407,purple,58
59,MFB,mfr,-0.6891639438302869,9.975909509670123,21-06-14_DK284_probe1,939,purple,59
60,MFB,mfr,-0.8610817436802299,2.4877132117619616,19-01-23_YC012,724,purple,60
61,MFB,mfr,-0.6639210130642319,11.075411835058842,19-01-23_YC012,796,purple,61
62,MFB,mfr,-0.37321738476761906,23.737543592789606,19-01-23_YC012,1856,purple,62
63,MFB,mfr,-0.6753688421227191,10.576780563313438,19-01-24_YC013_probe1,321,purple,63
64,MFB,mfr,-0.24873859324443087,29.159446540975388,19-01-24_YC013_probe1,309,purple,64
65,PkC_ss,mfr,1.9898980668756352,126.66738792519682,19-01-24_YC013_probe1,71,blue,65
66,PkC_ss,mfr,1.7670848216159585,116.96234679661839,19-01-24_YC013_probe1,166,blue,66
67,PkC_ss,mfr,0.7121234243732487,71.01156080375371,19-01-24_YC013_probe1,479,blue,67
68,PkC_cs,mfr,-0.8896188714347316,1.2447260714500783,19-01-24_YC013_probe1,73,orange,68
69,PkC_cs,mfr,-0.89645412123584,0.9470041816829186,19-01-24_YC013_probe1,415,orange,69
70,PkC_cs,mfr,-0.8878078281905275,1.3236093943429865,19-01-24_YC013_probe1,169,orange,70
71,PkC_ss,mfr,1.2412606632517111,94.0591074610137,20-07-21_DK206_probe1,41,blue,71
72,PkC_ss,mfr,2.4954405305533762,148.6872207072081,20-07-21_DK206_probe1,61,blue,72
73,PkC_ss,mfr,1.0689613070872643,86.55429177532717,20-07-21_DK206_probe1,110,blue,73
74,PkC_ss,mfr,3.3850145824296565,187.43425637070183,20-07-21_DK206_probe1,124,blue,74
75,PkC_ss,mfr,0.7563857925406888,72.93948974268483,20-07-21_DK206_probe1,572,gray,75
76,PkC_cs,mfr,-0.8872453308932434,1.3481099997647792,20-07-21_DK206_probe1,42,orange,76
77,PkC_cs,mfr,-0.8968489047881882,0.9298086572069867,20-07-21_DK206_probe1,53,gray,77
78,PkC_cs,mfr,-0.8907757103904228,1.1943378208277249,20-07-21_DK206_probe1,91,orange,78
79,PkC_cs,mfr,-0.8954050430324723,0.9926987143347568,20-07-21_DK206_probe1,112,gray,79
80,PkC_cs,mfr,-0.8955377527351019,0.9869182988990373,20-07-21_DK206_probe1,123,orange,80
81,MLI,mfr,-0.06009062281378316,37.37635622118109,21-06-11_DK278_probe1,1693,red,81
