,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
331,PkC_ss,entropy,0.3054071623254646,6.428454634771977,1660_220816a_g1_loccar1_2,82,darkblue,1107
332,PkC_ss,entropy,0.24503432269220707,6.3353718069852585,1660_220816a_g1_loccar1_2,84,darkblue,1108
333,PkC_cs,entropy,0.7954682394483644,7.184030670683263,1660_220816a_g1_loccar1_2,83,orangered,1109
334,PkC_cs,entropy,0.8037199277827614,7.196753121521192,1660_220816a_g1_loccar1_2,474,orangered,11010
335,MFB,entropy,-1.2995720516761433,3.95389811754173,1660_220817_g1_loccar1_2,196,indigo,11011
336,MFB,entropy,-2.4592782734885836,2.165863379008621,1660_220817_g1_loccar1_2,619,indigo,11012
337,MFB,entropy,-2.937608703706076,1.4283736513173195,1660_220817_g1_loccar1_2,617,indigo,11013
338,MFB,entropy,0.31775605499345183,6.447494154141175,1660_220817_g1_loccar1_2,262,indigo,11014
339,MFB,entropy,-1.648896199976713,3.415310240351805,1660_220817_g1_loccar1_2,603,indigo,11015
340,PkC_ss,entropy,0.6474621594319155,6.9558349366206045,1660_220817_g1_loccar1_2,143,darkblue,11016
341,PkC_ss,entropy,0.5970087644642068,6.878045905931257,1660_220817_g1_loccar1_2,639,darkblue,11017
342,PkC_ss,entropy,0.6990751512616236,7.035411833437554,1660_220817_g1_loccar1_2,63,darkblue,11018
343,PkC_cs,entropy,0.7704983488176171,7.14553210007512,1660_220817_g1_loccar1_2,116,orangered,11019
344,PkC_cs,entropy,0.8253450926892264,7.230094794913991,1660_220817_g1_loccar1_2,638,orangered,11020
345,PkC_cs,entropy,0.750421323743292,7.114577348256,1660_220817_g1_loccar1_2,643,orangered,11021
346,MLI,entropy,0.23925672655961625,6.326463910833644,1652_220718a_g2_NoCarForReal_Loccar1_2,231,crimson,11022
347,MLI,entropy,0.43651711735043763,6.630599927901291,1652_220718a_g2_NoCarForReal_Loccar1_2,216,crimson,11023
348,MLI,entropy,0.5184503731233194,6.756924599449638,1652_220718a_g2_NoCarForReal_Loccar1_2,204,crimson,11024
