,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id,lab
428,PkC_ss,mode_isi,-0.6021303591242497,0.005,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,166,blue,83,hausser
429,PkC_ss,mode_isi,-0.7777008238790386,0.0,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,479,gray,84,hausser
430,PkC_cs,mode_isi,1.7153997756389625,0.071,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,73,orange,85,hausser
431,PkC_cs,mode_isi,0.1352655928458632,0.026,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,415,orange,86,hausser
432,PkC_cs,mode_isi,1.820742054491836,0.074,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,169,orange,87,hausser
433,PkC_ss,mode_isi,-0.567016266173292,0.006,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,41,blue,88,hausser
434,PkC_ss,mode_isi,-0.6021303591242497,0.005,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,61,blue,89,hausser
435,PkC_ss,mode_isi,-0.5319021732223342,0.007,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,110,blue,90,hausser
436,PkC_ss,mode_isi,-0.6372444520752075,0.004,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,124,blue,91,hausser
437,PkC_ss,mode_isi,-0.4265598943694609,0.01,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,572,blue,92,hausser
438,PkC_cs,mode_isi,2.3474534487562018,0.089,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,42,orange,93,hausser
439,PkC_cs,mode_isi,1.7505138685899204,0.072,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,53,orange,94,hausser
440,PkC_cs,mode_isi,2.628366192363864,0.097,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,91,orange,95,hausser
441,PkC_cs,mode_isi,2.5581380064619483,0.095,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,112,orange,96,hausser
442,PkC_cs,mode_isi,2.663480285314822,0.098,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,123,orange,97,hausser
443,MLI,mode_isi,-0.4967880802713765,0.008,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,1693,red,98,hausser
444,PkC_ss,mode_isi,-0.567016266173292,0.006,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,63,blue,99,hausser
445,PkC_ss,mode_isi,-0.4616739873204187,0.009,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,481,blue,100,hausser
446,PkC_ss,mode_isi,-0.567016266173292,0.006,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,489,blue,101,hausser
447,PkC_ss,mode_isi,0.0650374069439476,0.024,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,1185,blue,102,hausser
448,PkC_cs,mode_isi,2.2069970769523715,0.085,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,54,orange,103,hausser
449,PkC_cs,mode_isi,2.1718829840014133,0.084,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,64,orange,104,hausser
450,PkC_cs,mode_isi,-0.7777008238790386,0.0,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,240,gray,105,hausser
451,PkC_cs,mode_isi,-0.7777008238790386,0.0,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,1058,orange,106,hausser
452,MLI,mode_isi,-0.1105330578108411,0.019,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,996,red,107,hausser
453,MLI,mode_isi,-0.4967880802713765,0.008,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,273,red,108,hausser
454,MLI,mode_isi,0.2054937787477787,0.028,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,300,red,109,hausser
455,MLI,mode_isi,-0.4265598943694609,0.01,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,503,red,110,hausser
458,MLI,mode_isi,-0.4967880802713765,0.008,/media/npyx/4TB_ssd1/optag_recordings/MLI/22-08-13_MO042,420,red,113,hausser
459,MLI,mode_isi,0.0650374069439476,0.024,/media/npyx/4TB_ssd1/optag_recordings/MLI/22-08-13_MO042,347,red,114,hausser
460,PkC_ss,prct5ISI,-0.4933877473356627,0.0042,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,431,blue,0,hausser
461,PkC_ss,prct5ISI,-0.4933877473356627,0.0042,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,437,blue,1,hausser
462,PkC_ss,prct5ISI,-0.416092101869562,0.0077666666666666,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,487,blue,2,hausser
463,PkC_ss,prct5ISI,-0.4016443176702908,0.0084333333333333,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,492,blue,3,hausser
464,PkC_ss,prct5ISI,-0.3944204255706552,0.0087666666666666,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,494,blue,4,hausser
465,PkC_ss,prct5ISI,-0.3366292887735705,0.0114333333333333,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,512,blue,5,hausser
466,PkC_ss,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,668,gray,6,hausser
467,GoC,prct5ISI,-0.2055517666256828,0.0174816666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,423,green,7,hausser
468,GoC,prct5ISI,-0.124391338886277,0.0212266666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1146,green,8,hausser
469,GoC,prct5ISI,-0.4016443176702908,0.0084333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,473,green,9,hausser
470,GoC,prct5ISI,-0.391530868730801,0.0089,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,495,green,10,hausser
471,GoC,prct5ISI,-0.3987547608304366,0.0085666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,496,green,11,hausser
472,GoC,prct5ISI,-0.4428205026382136,0.0065333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,499,green,12,hausser
473,GoC,prct5ISI,-0.3344621211436799,0.0115333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,578,green,13,hausser
474,GoC,prct5ISI,-0.4746417473371084,0.005065,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,590,green,14,hausser
475,GoC,prct5ISI,0.886628479918221,0.0678783333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,617,green,15,hausser
476,GoC,prct5ISI,0.5909184568196385,0.0542333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,622,green,16,hausser
477,PkC_ss,prct5ISI,-0.4616026220972661,0.0056666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1195,blue,17,hausser
478,PkC_ss,prct5ISI,-0.4348742213286145,0.0069,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,370,blue,18,hausser
479,PkC_ss,prct5ISI,-0.4052562637201086,0.0082666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1124,blue,19,hausser
480,PkC_ss,prct5ISI,-0.4420981134282501,0.0065666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1126,blue,20,hausser
481,PkC_ss,prct5ISI,-0.4305398860688331,0.0071,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,783,blue,21,hausser
482,PkC_ss,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,826,gray,22,hausser
483,PkC_ss,prct5ISI,-0.4500443947378492,0.0062,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1197,blue,23,hausser
484,PkC_ss,prct5ISI,-0.4038114853001815,0.0083333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,517,blue,24,hausser
485,PkC_ss,prct5ISI,-0.3843069766311654,0.0092333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1142,blue,25,hausser
486,PkC_ss,prct5ISI,-0.4644921789371204,0.0055333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1199,blue,26,hausser
487,PkC_cs,prct5ISI,-0.4165977743165365,0.0077433333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,364,orange,27,hausser
488,PkC_cs,prct5ISI,-0.5475669380829297,0.0017,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,424,orange,28,hausser
489,PkC_cs,prct5ISI,3.260471662779471,0.177415,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,369,orange,29,hausser
490,PkC_cs,prct5ISI,1.9654445260777995,0.1176583333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,402,orange,30,hausser
491,PkC_cs,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,723,gray,31,hausser
492,PkC_cs,prct5ISI,-0.5439549920331118,0.0018666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,380,orange,32,hausser
493,PkC_cs,prct5ISI,-0.5490117165028567,0.0016333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1031,orange,33,hausser
494,PkC_cs,prct5ISI,-0.5230057049441686,0.0028333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1109,orange,34,hausser
495,GoC,prct5ISI,0.0714483759348435,0.0302633333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,447,green,35,hausser
496,GoC,prct5ISI,-0.1011304063254505,0.0223,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,452,green,36,hausser
497,GoC,prct5ISI,-0.1278588070941022,0.0210666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,956,green,37,hausser
498,GoC,prct5ISI,-0.0455064371582565,0.0248666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,464,green,38,hausser
499,GoC,prct5ISI,-0.1979305604605673,0.0178333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,468,green,39,hausser
500,GoC,prct5ISI,0.184213331610155,0.0354666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,973,green,40,hausser
501,GoC,prct5ISI,-0.329405396673935,0.0117666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,478,green,41,hausser
502,GoC,prct5ISI,-0.4926653581256992,0.0042333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,522,green,42,hausser
503,GoC,prct5ISI,-0.2680023138270325,0.0146,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,1011,green,43,hausser
504,GoC,prct5ISI,-0.5179489804744237,0.0030666666666666,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,530,green,44,hausser
505,GoC,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe2,603,gray,45,hausser
506,GoC,prct5ISI,-0.4059786529300721,0.0082333333333333,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-11-05_DK215/20-11-05_DK215_probe1,3191,green,46,hausser
507,GrC,prct5ISI,-0.5844087877910711,0.0,/media/npyx/ssd2/ago/optotag/recordings/GrC/22-03-04_MO003_GrC,230,gray,47,hausser
508,GrC,prct5ISI,-0.2250562752946989,0.0165816666666666,/media/npyx/ssd2/ago/optotag/recordings/GrC/22-03-04_MO003_GrC,250,brown,48,hausser
509,GrC,prct5ISI,-0.5186713696843873,0.0030333333333333,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,692,brown,49,hausser
510,GrC,prct5ISI,-0.4601578436773391,0.0057333333333333,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,699,brown,50,hausser
511,GrC,prct5ISI,-0.4281560016759534,0.00721,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,706,brown,51,hausser
512,GrC,prct5ISI,-0.5207662983932816,0.0029366666666666,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,1133,brown,52,hausser
513,GrC,prct5ISI,0.2215969732257693,0.0371916666666666,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,1233,brown,53,hausser
514,GrC,prct5ISI,-0.5468445488729661,0.0017333333333333,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,2255,brown,54,hausser
515,PkC_ss,prct5ISI,-0.4941101365456263,0.0041666666666666,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,975,blue,55,hausser
516,PkC_ss,prct5ISI,-0.4240383831791611,0.0074,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,997,blue,56,hausser
517,PkC_cs,prct5ISI,2.7147427341125003,0.1522333333333333,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,285,orange,57,hausser
518,PkC_cs,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/GrC/19-10-22_YC022/19-10-22_YC022_probe1,441,gray,58,hausser
519,GrC,prct5ISI,-0.433140487224702,0.00698,/media/npyx/4TB_ssd1/optag_recordings/GrC/18-12-13_YC008/18-12-13_YC008_probe1,445,brown,59,hausser
520,GrC,prct5ISI,0.3220090734107038,0.041825,/media/npyx/4TB_ssd1/optag_recordings/GrC/18-12-13_YC008/18-12-13_YC008_probe1,459,brown,60,hausser
521,GrC,prct5ISI,-0.3886413118909467,0.0090333333333333,/media/npyx/4TB_ssd1/optag_recordings/GrC/18-12-13_YC008/18-12-13_YC008_probe1,471,brown,61,hausser
522,MFB,prct5ISI,-0.483274298396173,0.0046666666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,79,purple,62,hausser
523,MFB,prct5ISI,-0.0563422753077099,0.0243666666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,99,purple,63,hausser
524,MFB,prct5ISI,-0.5266176509939864,0.0026666666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,185,purple,64,hausser
525,MFB,prct5ISI,-0.4327070536987238,0.007,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,205,purple,65,hausser
526,MFB,prct5ISI,-0.5497341057128203,0.0016,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,209,purple,66,hausser
527,PkC_ss,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,132,gray,67,hausser
528,PkC_ss,prct5ISI,-0.4572682868374848,0.0058666666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,177,blue,68,hausser
529,PkC_ss,prct5ISI,-0.4904981904958085,0.0043333333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,581,blue,69,hausser
530,PkC_ss,prct5ISI,-0.5013340286452619,0.0038333333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,1841,blue,70,hausser
531,PkC_cs,prct5ISI,2.14838959350107,0.1261,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,141,orange,71,hausser
532,PkC_cs,prct5ISI,2.237532422010573,0.1302133333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,142,orange,72,hausser
533,PkC_cs,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-13_DK283/21-06-13_DK283_probe1,1250,gray,73,hausser
534,MFB,prct5ISI,-0.5302295970438042,0.0025,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-14_DK284/21-06-14_DK284_probe1,328,purple,74,hausser
535,MFB,prct5ISI,-0.1986529496705309,0.0178,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-14_DK284/21-06-14_DK284_probe1,407,purple,75,hausser
536,MFB,prct5ISI,-0.2940083253857206,0.0134,/media/npyx/4TB_ssd1/optag_recordings/MFB/21-06-14_DK284/21-06-14_DK284_probe1,939,purple,76,hausser
537,MFB,prct5ISI,-0.3864019053400597,0.0091366666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-23_YC012,724,purple,77,hausser
538,MFB,prct5ISI,-0.2967172849230839,0.013275,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-23_YC012,796,purple,78,hausser
539,MFB,prct5ISI,-0.4948325257555899,0.0041333333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-23_YC012,1856,purple,79,hausser
540,MFB,prct5ISI,-0.2354947993786724,0.0161,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,321,purple,80,hausser
541,MFB,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,309,gray,81,hausser
542,PkC_ss,prct5ISI,-0.5035011962751527,0.0037333333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,71,blue,82,hausser
543,PkC_ss,prct5ISI,-0.4933877473356627,0.0042,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,166,blue,83,hausser
544,PkC_ss,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,479,gray,84,hausser
545,PkC_cs,prct5ISI,0.9070359750996916,0.06882,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,73,orange,85,hausser
546,PkC_cs,prct5ISI,1.5021763257281693,0.0962816666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,415,orange,86,hausser
547,PkC_cs,prct5ISI,1.93727134688922,0.1163583333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/19-01-24_YC013/19-01-24_YC013_probe1,169,orange,87,hausser
548,PkC_ss,prct5ISI,-0.4724384602467195,0.0051666666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,41,blue,88,hausser
549,PkC_ss,prct5ISI,-0.4876086336559542,0.0044666666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,61,blue,89,hausser
550,PkC_ss,prct5ISI,-0.4565458976275213,0.0059,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,110,blue,90,hausser
551,PkC_ss,prct5ISI,-0.5035011962751527,0.0037333333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,124,blue,91,hausser
552,PkC_ss,prct5ISI,-0.4298174968588696,0.0071333333333333,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,572,blue,92,hausser
553,PkC_cs,prct5ISI,1.7947078363029123,0.10978,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,42,orange,93,hausser
554,PkC_cs,prct5ISI,3.507637130968502,0.18882,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,53,orange,94,hausser
555,PkC_cs,prct5ISI,2.1797412852134888,0.1275466666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,91,orange,95,hausser
556,PkC_cs,prct5ISI,3.398556360264005,0.1837866666666666,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,112,orange,96,hausser
557,PkC_cs,prct5ISI,3.1348842986273056,0.17162,/media/npyx/4TB_ssd1/optag_recordings/MFB/20-07-21_DK206/20-07-21_DK206_probe1,123,orange,97,hausser
558,MLI,prct5ISI,-0.4796623523463551,0.0048333333333333,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,1693,red,98,hausser
559,PkC_ss,prct5ISI,-0.4767727955065008,0.0049666666666666,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,63,blue,99,hausser
560,PkC_ss,prct5ISI,-0.4319846644887603,0.0070333333333333,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,481,blue,100,hausser
561,PkC_ss,prct5ISI,-0.4673817357769746,0.0054,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,489,blue,101,hausser
562,PkC_ss,prct5ISI,-0.2470530267380893,0.0155666666666666,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,1185,blue,102,hausser
563,PkC_cs,prct5ISI,1.7749143719499108,0.1088666666666666,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,54,orange,103,hausser
564,PkC_cs,prct5ISI,1.3686426802664056,0.09012,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,64,orange,104,hausser
565,PkC_cs,prct5ISI,-0.5844087877910711,0.0,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,240,gray,105,hausser
566,PkC_cs,prct5ISI,3.2363077437061896,0.1763,/media/npyx/4TB_ssd1/optag_recordings/MLI/21-06-11_DK278/21-06-11_DK278_probe1,1058,orange,106,hausser
567,MLI,prct5ISI,-0.1986168302100327,0.0178016666666666,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,996,red,107,hausser
568,MLI,prct5ISI,-0.3944204255706552,0.0087666666666666,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,273,red,108,hausser
569,MLI,prct5ISI,-0.1698657396534831,0.0191283333333333,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,300,red,109,hausser
570,MLI,prct5ISI,-0.2694470922469596,0.0145333333333333,/media/npyx/4TB_ssd1/optag_recordings/MLI/19-12-13_YC007/19-12-13_YC007_probe1,503,red,110,hausser
573,MLI,prct5ISI,-0.4847190768161,0.0046,/media/npyx/4TB_ssd1/optag_recordings/MLI/22-08-13_MO042,420,red,113,hausser
574,MLI,prct5ISI,-0.3676920248020035,0.01,/media/npyx/4TB_ssd1/optag_recordings/MLI/22-08-13_MO042,347,red,114,hausser
575,PkC_ss,entropy,0.1086400872636079,6.195362014288122,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,431,blue,0,hausser
576,PkC_ss,entropy,0.1302659349441139,6.239865362324568,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,437,blue,1,hausser
577,PkC_ss,entropy,0.5459117454614665,7.095213575195707,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,487,blue,2,hausser
578,PkC_ss,entropy,0.5974091751854634,7.201188983505612,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,492,blue,3,hausser
579,PkC_ss,entropy,0.6563904697942955,7.322565269901225,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,494,blue,4,hausser
580,PkC_ss,entropy,0.5604138699316503,7.125057172639807,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,512,blue,5,hausser
581,PkC_ss,entropy,-2.901918919147909,0.0,/media/npyx/4TB_ssd1/optag_recordings/PkC/18-08-30_YC001/18-08-30_YC001_probe1,668,gray,6,hausser
582,GoC,entropy,0.4630913028993391,6.924779239657625,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,423,green,7,hausser
583,GoC,entropy,0.4366476623002044,6.870361463378049,/media/npyx/4TB_ssd1/optag_recordings/GoC/20-03-06_DK186/20-03-06_DK186_probe1,1146,green,8,hausser
